product_id,product_name,category,price,created_date
66,Respond,Home,16284.82,2024-08-18
67,Begin,Books,17879.26,2024-08-06
68,Loss,Electronics,13679.4,2022-12-28
69,Board,Home,21412.68,2025-01-07
70,Available,Books,17693.19,2023-04-05
71,Pay,Home,446.91,2025-05-21
72,View,Home,20928.81,2025-08-17
73,History,Sports,34652.56,2025-11-19
74,Modern,Clothing,16947.0,2024-02-22
75,Accept,Home,16227.83,2023-10-19
76,Blood,Electronics,20251.42,2025-02-26
77,Today,Electronics,12770.38,2025-04-07
78,Interview,Books,12663.94,2023-12-11
79,Capital,Clothing,35642.3,2023-03-27
80,You,Sports,14313.54,2024-04-20
81,Raise,Electronics,13412.37,2025-12-12
82,Ago,Clothing,25183.68,2025-04-30
83,Writer,Sports,17319.06,2025-08-24
84,Run,Electronics,12054.14,2023-10-26
85,Mouth,Clothing,26593.64,2024-08-25
86,Fill,Clothing,49283.96,2025-09-14
87,Should,Books,4134.58,2023-02-19
88,Science,Home,12183.78,2025-09-11
89,Position,Sports,31652.06,2025-11-19
90,Necessary,Home,40839.95,2023-09-15
91,Question,Electronics,7620.81,2025-07-13
92,Black,Home,9407.27,2024-05-22
93,Save,Sports,42932.1,2024-05-12
94,Number,Books,33910.46,2025-03-04
95,Learn,Home,35586.36,2023-01-15
96,Near,Home,17498.43,2024-04-27
97,Past,Books,47032.11,2023-11-11
98,Trouble,Clothing,41901.73,2025-05-24
99,Or,Home,17119.21,2024-07-30
100,Century,Electronics,10532.67,2024-08-08
101,City,Clothing,12971.29,2024-07-19
102,Capital,Books,8830.25,2025-08-06
103,Trial,Electronics,25880.13,2024-12-30
104,Hit,Electronics,12168.43,2023-02-23
105,Agency,Books,27958.84,2025-02-28
106,Generation,Home,9516.48,2024-02-21
107,Bill,Electronics,17525.56,2025-01-20
108,Improve,Home,42830.58,2024-06-17
109,Traditional,Electronics,32137.38,2024-10-27
110,Inside,Home,46788.19,2025-10-17
111,Final,Books,44937.85,2024-09-21
112,Song,Books,29076.26,2024-05-08
113,School,Electronics,33208.74,2025-11-05
114,Why,Sports,14267.66,2024-05-13
115,Animal,Clothing,24332.13,2025-02-05
116,Whether,Home,32632.87,2024-08-27
117,Shoulder,Electronics,8878.67,2023-08-28
118,Pattern,Books,11938.73,2024-12-25
119,Involve,Sports,9023.25,2024-06-19
120,Dog,Home,32914.88,2023-08-07
121,Discover,Electronics,27172.76,2025-12-01
122,Ball,Home,18449.02,2023-11-24
123,Child,Sports,24388.43,2023-05-02
124,Sea,Home,21776.28,2023-08-11
125,Line,Sports,25181.59,2024-06-13
126,Almost,Books,33479.31,2023-11-11
127,Throughout,Electronics,9842.63,2025-05-18
128,Phone,Sports,25009.75,2023-01-02
129,Newspaper,Books,1313.37,2023-12-06
130,Answer,Electronics,2275.83,2023-01-22
131,Responsibility,Books,47028.88,2025-11-03
132,Attention,Sports,14050.06,2024-09-26
133,I,Home,37411.17,2025-05-12
134,Yeah,Sports,46423.1,2023-01-13
135,Manage,Electronics,27682.97,2025-03-15
136,Order,Home,49018.55,2025-06-16
137,Day,Books,14793.0,2025-08-08
138,Student,Sports,9626.46,2024-06-09
139,Air,Electronics,15914.41,2025-06-08
140,Natural,Clothing,27884.38,2025-11-20
141,Activity,Clothing,46507.84,2025-11-07
142,Stock,Clothing,30788.86,2025-07-06
143,Tough,Clothing,12782.77,2023-08-05
144,Similar,Clothing,43880.92,2023-07-16
145,Occur,Electronics,42448.62,2024-03-22
146,Stand,Electronics,35153.96,2024-07-01
147,Anything,Sports,14895.86,2025-02-05
148,Fish,Clothing,40524.66,2024-06-02
149,Discuss,Electronics,30614.53,2024-07-13
150,Mouth,Books,25615.99,2025-07-06
151,Body,Electronics,31431.93,2024-11-28
152,Subject,Books,32533.2,2024-08-08
153,Protect,Books,44342.2,2024-10-19
154,Others,Books,28985.36,2025-01-02
155,Class,Home,23333.34,2024-01-22
156,Off,Sports,41962.78,2024-09-06
157,Resource,Clothing,1621.96,2023-03-09
158,Another,Books,2037.85,2024-11-20
159,Hard,Home,6440.32,2023-06-20
160,Give,Electronics,41410.66,2023-11-23
161,End,Books,10869.47,2023-10-15
162,Onto,Sports,22917.53,2023-06-17
163,Oil,Sports,9799.56,2025-02-06
164,Performance,Home,31907.75,2024-03-24
165,Statement,Books,6724.0,2023-05-18
166,Environmental,Clothing,25863.39,2023-04-28
167,Big,Home,39779.79,2024-08-21
168,Bring,Home,22004.67,2025-10-12
169,Body,Clothing,1365.0,2024-11-05
170,Hit,Sports,4135.56,2024-04-02
171,Case,Electronics,34456.15,2025-04-07
172,Large,Electronics,8747.39,2024-05-12
173,Begin,Electronics,22173.38,2025-07-10
174,Specific,Electronics,33043.85,2024-10-19
175,Nearly,Sports,31949.7,2024-05-06
176,Support,Sports,36921.06,2025-08-30
177,Offer,Sports,30624.87,2025-07-25
178,Campaign,Home,12461.78,2023-05-08
179,Clearly,Home,37916.52,2023-10-22
180,The,Electronics,17159.8,2023-07-31
181,Must,Books,2395.53,2024-04-20
182,Free,Electronics,15639.52,2025-06-13
183,Audience,Books,8848.98,2024-07-05
184,Help,Clothing,38191.88,2025-07-10
185,Oil,Sports,23726.24,2023-03-23
186,Direction,Electronics,23287.22,2024-12-16
187,Fact,Sports,19985.39,2025-12-05
188,Grow,Clothing,47462.37,2024-06-16
189,Laugh,Books,2360.67,2025-10-02
190,Let,Clothing,31330.41,2024-02-05
191,Describe,Clothing,25101.89,2025-05-20
192,Bring,Sports,34229.79,2025-09-07
193,Mean,Clothing,1422.91,2025-02-03
194,Learn,Home,40067.37,2023-10-07
195,Least,Books,19469.68,2023-09-20
196,Skill,Books,6512.17,2023-04-08
197,Owner,Sports,27326.28,2024-10-22
198,Head,Sports,31334.39,2024-05-09
199,Blue,Electronics,48063.41,2024-01-07
200,Raise,Clothing,10413.55,2025-12-13
201,Pay,Sports,3561.13,2025-10-21
202,Left,Clothing,2044.26,2024-06-20
203,Fly,Clothing,34182.04,2025-07-07
204,Bill,Electronics,32820.56,2023-04-02
205,Read,Sports,42259.28,2025-05-31
206,Cultural,Clothing,17097.17,2023-04-17
207,Hotel,Home,14164.55,2024-10-24
208,Summer,Books,34675.23,2023-03-11
209,Everything,Clothing,31484.25,2024-04-28
210,Talk,Sports,2055.4,2024-10-04
211,Skill,Electronics,40193.7,2022-12-30
212,Else,Electronics,27443.8,2024-11-24
213,Amount,Sports,37555.68,2023-11-13
214,Body,Home,49526.21,2023-12-06
215,Top,Books,18663.7,2024-06-04
216,Growth,Sports,12005.98,2023-03-01
217,Right,Sports,37021.45,2023-02-25
218,Once,Home,5245.88,2023-09-03
219,Tough,Electronics,26762.94,2024-07-04
220,Example,Books,41340.23,2025-06-30
221,Choose,Sports,44786.61,2025-01-04
222,Manager,Electronics,2768.92,2025-06-19
223,Look,Sports,45278.56,2023-11-24
224,Attention,Books,17809.77,2024-04-15
225,Minute,Books,47508.09,2025-07-02
226,Right,Books,28714.55,2024-03-05
227,Need,Sports,4676.04,2025-10-31
228,Administration,Books,16500.36,2023-01-26
229,Statement,Home,10715.12,2024-09-08
230,Side,Sports,39599.79,2024-07-10
231,A,Electronics,5761.88,2023-03-09
232,News,Sports,24771.57,2023-08-04
233,Fill,Clothing,22132.37,2023-08-11
234,Bill,Sports,17610.66,2024-02-04
235,Attorney,Clothing,48435.73,2024-01-06
236,Collection,Electronics,38099.38,2023-04-12
237,Strong,Books,43356.75,2025-11-03
238,End,Sports,11206.56,2025-04-24
239,Establish,Electronics,41110.82,2024-07-22
240,Long,Clothing,7415.58,2025-02-11
241,Happy,Sports,4333.4,2022-12-29
242,Continue,Home,29107.14,2024-10-22
243,Thousand,Sports,18595.04,2025-06-13
244,Time,Books,11910.59,2025-03-30
245,Performance,Electronics,29635.25,2025-05-06
246,Parent,Books,18875.35,2023-01-13
247,Weight,Home,38879.63,2024-10-31
248,Know,Home,12511.34,2025-05-16
249,Throughout,Home,5648.75,2025-09-24
250,Affect,Home,12758.74,2025-09-20
251,Begin,Clothing,23486.17,2024-06-19
252,Citizen,Clothing,37074.6,2023-01-05
253,Movement,Sports,41157.24,2023-07-21
254,The,Electronics,34083.87,2023-10-21
255,Series,Books,48112.41,2023-09-22
256,Often,Books,14357.03,2023-11-22
257,Character,Electronics,11257.43,2024-02-19
258,Guy,Clothing,706.51,2024-06-17
259,Everyone,Sports,2253.68,2024-06-16
260,Relationship,Sports,2265.7,2025-09-30
261,Before,Sports,49648.94,2025-10-03
262,Food,Sports,12724.21,2024-10-01
263,Relationship,Home,48468.2,2025-03-01
264,His,Clothing,8394.15,2025-05-05
265,Board,Electronics,34817.86,2024-01-01
266,Throughout,Electronics,31415.15,2025-03-27
267,Among,Home,45067.78,2023-03-12
268,Decade,Electronics,45771.19,2025-08-19
269,Whether,Clothing,47525.53,2025-02-08
270,Position,Books,5427.13,2025-07-14
271,Well,Sports,13941.32,2025-04-09
272,Buy,Books,32377.73,2023-01-13
273,Reach,Clothing,11546.8,2023-09-02
274,Billion,Books,3978.96,2024-07-14
275,Manager,Electronics,13071.5,2023-06-08
276,Special,Home,34938.27,2023-04-10
277,Policy,Electronics,14060.2,2025-12-13
278,Drop,Sports,40708.37,2024-11-25
279,Your,Books,13620.79,2023-09-27
280,Million,Sports,45555.27,2023-02-14
281,Perform,Sports,47032.54,2023-08-05
282,Forward,Home,36313.4,2024-09-17
283,Brother,Electronics,20970.33,2023-05-08
284,Partner,Clothing,27624.23,2025-10-06
285,Significant,Sports,1415.71,2023-01-13
286,Yourself,Electronics,38902.35,2024-07-25
287,Conference,Clothing,49365.08,2024-05-23
288,Bring,Electronics,18899.27,2024-02-26
289,Study,Clothing,19106.45,2025-01-21
290,Weight,Home,42121.73,2024-07-22
291,Machine,Sports,3269.24,2025-10-26
292,Teach,Electronics,20799.49,2024-10-31
293,Computer,Electronics,782.23,2025-10-09
294,Surface,Books,40663.76,2025-12-03
295,Activity,Sports,49832.18,2023-09-27
296,As,Sports,29298.96,2023-01-27
297,Head,Sports,47243.81,2024-03-20
298,Bill,Clothing,18954.74,2024-11-25
299,Great,Sports,22582.15,2023-11-10
300,Region,Electronics,47707.15,2023-11-21
301,Born,Sports,10440.66,2024-09-15
302,Indeed,Electronics,33617.86,2023-04-03
303,Yeah,Clothing,17972.32,2025-03-30
304,Sell,Clothing,24958.44,2025-03-03
305,Front,Home,26056.16,2025-02-06
306,Civil,Books,40837.65,2023-10-01
307,Season,Books,28090.8,2023-03-02
308,Talk,Home,20233.8,2025-10-14
309,Buy,Sports,31053.45,2024-01-28
310,Town,Clothing,40271.73,2025-06-01
311,Local,Books,49025.09,2025-07-21
312,Will,Clothing,29536.89,2023-11-21
313,Particular,Home,4641.0,2024-12-27
314,Across,Clothing,17477.95,2024-01-31
315,Necessary,Electronics,39204.29,2024-03-28
316,Two,Books,14968.18,2025-12-21
317,Region,Clothing,43131.95,2025-05-14
318,Organization,Sports,39843.94,2023-11-09
319,Sound,Clothing,46336.72,2024-03-03
320,Test,Clothing,38469.0,2023-04-27
321,Relate,Books,23010.87,2024-07-30
322,Stage,Clothing,31078.2,2023-10-26
323,Compare,Clothing,16504.71,2024-05-28
324,Certainly,Home,29024.53,2024-06-07
325,Success,Home,3885.58,2023-08-10
326,Add,Electronics,23059.95,2023-07-15
327,Small,Home,7027.48,2025-08-28
328,Environmental,Books,9175.82,2023-07-08
329,Kid,Electronics,44849.74,2024-05-11
330,Necessary,Home,25810.28,2025-08-27
331,Improve,Clothing,30136.58,2023-11-22
332,Data,Home,2139.34,2025-06-19
333,Wear,Sports,17319.62,2025-06-11
334,Need,Clothing,8932.82,2023-06-03
335,Social,Sports,27480.89,2023-12-10
336,Focus,Sports,23092.86,2025-08-10
337,Food,Clothing,44721.44,2024-11-04
338,Hundred,Electronics,25220.52,2023-01-05
339,Learn,Sports,16146.98,2025-11-07
340,Name,Clothing,39990.58,2022-12-31
341,Stage,Electronics,34420.46,2025-07-12
342,Offer,Home,46051.53,2025-12-03
343,Smile,Sports,229.49,2024-07-31
344,West,Books,40329.44,2024-02-14
345,Effort,Electronics,29904.18,2023-06-08
346,Share,Books,10546.53,2024-04-11
347,Idea,Clothing,38021.77,2023-08-09
348,Picture,Clothing,37398.8,2025-12-21
349,Garden,Home,12696.6,2024-07-24
350,Style,Home,44770.82,2025-10-12
351,Daughter,Home,26652.46,2023-01-07
352,Onto,Sports,43374.03,2023-05-11
353,Artist,Home,19918.48,2025-11-17
354,Risk,Electronics,36896.52,2025-06-30
355,Day,Books,1101.55,2023-09-18
356,Detail,Electronics,42051.43,2025-06-04
357,People,Clothing,26813.24,2025-04-07
358,Senior,Electronics,44537.31,2024-04-07
359,Study,Books,23751.1,2024-10-05
360,Bring,Clothing,39479.64,2024-09-19
361,Important,Sports,24031.15,2024-04-30
362,Son,Books,26901.62,2025-01-23
363,Everyone,Clothing,27931.34,2023-03-10
364,Describe,Electronics,28266.48,2025-08-22
365,Big,Clothing,14260.42,2025-07-28
366,Both,Books,32331.27,2023-01-31
367,Physical,Clothing,12293.22,2024-05-11
368,Learn,Home,49327.11,2023-06-05
369,Born,Sports,46691.22,2023-10-11
370,Pay,Sports,5178.95,2024-03-20
371,Image,Books,42555.79,2024-06-28
372,Standard,Electronics,4103.66,2023-07-03
373,Fund,Home,1010.3,2025-09-18
374,Kid,Sports,49120.69,2024-09-21
375,House,Clothing,28842.32,2025-11-24
376,Minute,Home,43288.81,2025-09-16
377,Same,Electronics,24588.36,2024-11-29
378,Minute,Home,41060.99,2023-04-18
379,Red,Clothing,27882.47,2024-04-09
380,Health,Clothing,14070.96,2025-08-05
381,Listen,Books,10333.37,2025-12-08
382,City,Clothing,16251.59,2024-06-03
383,Suggest,Home,10055.4,2025-05-16
384,Green,Books,12196.25,2024-04-19
385,Idea,Electronics,30569.94,2023-04-14
386,Toward,Sports,25354.59,2025-08-25
387,You,Books,16100.05,2024-03-11
388,Which,Home,2685.99,2024-06-19
389,Shoulder,Clothing,22767.97,2025-01-19
390,Focus,Sports,3262.41,2023-03-08
391,Past,Books,10166.35,2025-11-14
392,Great,Clothing,4484.62,2025-05-31
393,She,Sports,235.27,2025-05-01
394,Speech,Electronics,29822.37,2023-08-10
395,Generation,Home,17508.53,2024-06-30
396,Exactly,Electronics,42551.3,2025-04-02
397,Middle,Books,48254.84,2023-08-12
398,Front,Sports,36570.29,2025-01-31
399,Indeed,Electronics,10329.59,2023-08-30
400,Price,Home,3418.16,2024-12-14
401,Draw,Books,42107.26,2025-02-02
402,Today,Home,39783.84,2024-10-03
403,Marriage,Books,8266.43,2024-09-28
404,Listen,Sports,9401.61,2024-04-25
405,Price,Home,33293.34,2024-09-01
406,Game,Clothing,45402.52,2023-01-22
407,Sea,Electronics,43872.31,2025-07-03
408,Poor,Electronics,34180.8,2024-11-19
409,Push,Home,31242.67,2025-03-01
410,Because,Electronics,37405.71,2023-05-29
411,Lead,Electronics,11687.41,2023-05-15
412,Create,Electronics,19634.96,2025-03-17
413,Wall,Clothing,27223.29,2023-08-31
414,Because,Home,27188.18,2024-02-11
415,Agent,Home,31422.63,2025-06-22
416,These,Clothing,7049.68,2023-06-15
417,Purpose,Sports,24821.64,2025-06-27
418,Woman,Home,39451.0,2024-05-01
419,Physical,Electronics,15654.93,2023-11-25
420,Scene,Sports,38950.74,2023-08-16
421,Wear,Electronics,1773.27,2024-06-19
422,Per,Clothing,38146.69,2025-09-03
423,Wonder,Home,37756.3,2023-07-30
424,Specific,Sports,5620.52,2023-12-11
425,Address,Books,22904.31,2024-06-11
426,Spend,Books,19924.64,2024-04-17
427,Perhaps,Sports,27039.05,2024-10-24
428,Only,Sports,11539.64,2023-05-01
429,Tree,Books,38616.91,2025-11-23
430,Worry,Home,32093.27,2023-03-25
431,Direction,Home,28318.87,2025-03-26
432,Partner,Clothing,12664.77,2023-12-17
433,Young,Sports,41357.26,2024-07-25
434,Whose,Clothing,17191.96,2025-06-15
435,Finish,Clothing,47369.44,2025-05-03
436,Day,Books,45601.44,2025-07-25
437,Step,Clothing,30611.57,2024-02-21
438,Provide,Books,29688.85,2022-12-23
439,Expert,Books,28300.15,2025-01-31
440,Home,Books,39525.22,2025-09-29
441,Physical,Sports,35391.21,2024-06-29
442,Contain,Clothing,38585.21,2023-06-09
443,Heart,Clothing,3539.18,2023-09-25
444,Bag,Home,36848.57,2025-09-04
445,Have,Electronics,46285.87,2023-12-20
446,Social,Electronics,5750.58,2024-02-02
447,Produce,Sports,8359.47,2023-06-16
448,Skill,Books,6320.67,2024-10-15
449,Old,Electronics,16674.11,2024-02-17
450,Art,Home,29604.64,2023-03-02
451,South,Sports,19027.35,2025-02-18
452,Dream,Sports,16826.34,2023-03-25
453,Later,Books,39410.72,2024-10-22
454,Away,Clothing,16741.61,2025-03-11
455,Claim,Books,26916.04,2025-02-02
456,On,Home,46155.72,2023-02-11
457,Friend,Clothing,24093.77,2024-05-28
458,Compare,Home,22665.68,2023-02-13
459,South,Home,1739.05,2024-01-13
460,Record,Home,7128.77,2025-11-06
461,Upon,Electronics,24968.55,2025-08-27
462,Energy,Sports,45750.81,2023-08-23
463,Face,Electronics,39046.74,2025-01-18
464,Space,Home,31649.99,2025-05-10
465,Manage,Books,10712.77,2023-04-28
466,Like,Electronics,8983.99,2023-03-04
467,Past,Books,23003.55,2023-02-08
468,Compare,Books,20789.74,2025-02-12
469,Course,Books,26799.98,2024-04-27
470,Factor,Electronics,15049.84,2023-05-16
471,Suffer,Sports,19926.17,2023-04-23
472,Material,Home,10574.29,2025-06-30
473,Able,Home,17534.41,2023-09-26
474,Administration,Sports,31286.3,2025-11-13
475,May,Sports,23656.14,2025-06-04
476,Movie,Home,3378.86,2024-01-08
477,Officer,Home,22719.11,2025-02-04
478,Public,Clothing,26769.35,2023-09-09
479,Become,Electronics,20098.08,2024-02-04
480,Hot,Home,7846.49,2023-02-15
481,Think,Electronics,16784.7,2025-05-04
482,Major,Home,18728.13,2025-02-22
483,Coach,Clothing,44881.78,2023-03-27
484,Despite,Clothing,20495.84,2023-05-24
485,Course,Books,42005.46,2023-04-01
486,Instead,Sports,20458.43,2023-07-28
487,Claim,Electronics,11176.41,2023-06-11
488,Site,Home,25324.84,2024-04-18
489,Impact,Electronics,40015.81,2025-01-02
490,Week,Home,44384.28,2025-06-14
491,Six,Books,11985.32,2025-07-27
492,Push,Clothing,40285.22,2024-10-23
493,Stock,Home,48136.2,2025-12-22
494,Each,Books,33437.45,2023-06-30
495,End,Sports,20378.98,2023-03-01
496,Prove,Clothing,748.8,2023-09-04
497,Task,Electronics,10473.52,2024-10-20
498,Night,Home,6226.57,2023-10-02
499,Budget,Home,29193.77,2024-12-12
500,Go,Books,35226.91,2025-01-16
501,Set,Electronics,40890.43,2023-08-31
502,Begin,Books,16859.71,2025-10-31
503,Offer,Clothing,18216.65,2024-04-24
504,Agent,Books,41549.66,2025-03-13
505,Sign,Sports,20529.64,2024-09-04
506,Join,Electronics,21862.71,2024-10-27
507,Home,Books,11053.58,2023-05-17
508,Provide,Clothing,38203.93,2024-04-02
509,Coach,Electronics,43436.55,2024-07-22
510,Five,Home,44738.16,2024-09-24
511,Season,Electronics,24290.44,2024-03-11
512,Service,Electronics,13507.0,2023-05-12
513,Throughout,Clothing,31710.56,2024-03-03
514,Follow,Electronics,7053.87,2023-02-05
515,We,Home,21143.03,2024-09-07
516,Executive,Clothing,26331.94,2025-04-12
517,Father,Sports,34591.97,2025-01-17
518,No,Sports,1017.69,2024-02-25
519,Order,Clothing,26530.12,2025-08-16
520,Treatment,Clothing,28868.17,2024-02-22
521,Rise,Clothing,27753.48,2025-04-22
522,Peace,Electronics,24923.5,2024-01-01
523,Under,Books,10400.42,2024-03-18
524,Adult,Clothing,7086.93,2024-08-12
525,Guess,Home,45010.93,2023-09-23
526,Charge,Home,29910.91,2025-06-26
527,Staff,Books,31691.59,2024-05-23
528,Mind,Sports,8851.03,2024-06-28
529,Whole,Sports,41921.54,2025-08-28
530,President,Sports,19218.61,2024-05-18
531,Hit,Clothing,21159.6,2025-09-20
532,Them,Clothing,8397.54,2024-04-10
533,Kid,Home,9300.11,2023-05-24
534,Technology,Sports,30197.29,2024-10-25
535,Make,Clothing,3505.66,2025-03-31
536,Son,Home,14505.82,2025-09-01
537,Face,Books,35980.39,2025-05-15
538,Box,Home,47470.41,2023-04-21
539,Window,Sports,24239.37,2023-12-07
540,Identify,Clothing,1656.04,2025-01-29
541,Nothing,Books,8184.49,2024-08-03
542,Hundred,Books,2666.15,2024-01-15
543,Happen,Home,29882.46,2025-02-08
544,Fear,Clothing,31204.29,2025-05-20
545,Option,Clothing,5419.25,2025-12-08
546,Nearly,Electronics,17641.85,2024-03-12
547,Federal,Electronics,24825.02,2023-09-18
548,Draw,Home,29954.47,2024-03-21
549,Property,Electronics,12395.46,2023-01-31
550,Yeah,Home,3980.49,2023-07-06
551,Road,Books,34765.35,2025-01-07
552,Wait,Clothing,5244.38,2025-05-23
553,Boy,Sports,4669.95,2025-07-12
554,Answer,Home,48108.73,2023-02-12
555,Feel,Electronics,47516.84,2025-09-28
556,Away,Electronics,9338.13,2023-03-12
557,My,Home,36638.02,2024-08-29
558,Before,Sports,37975.89,2022-12-26
559,Likely,Sports,34644.6,2024-03-25
560,Language,Electronics,45177.85,2025-10-21
561,Know,Books,11138.35,2023-05-03
562,Behavior,Clothing,2674.63,2023-08-09
563,Involve,Clothing,2067.4,2024-11-23
564,Guess,Clothing,29454.36,2024-07-02
565,Agreement,Electronics,9110.71,2023-01-17
566,Commercial,Sports,23713.18,2023-08-23
567,Task,Sports,36578.08,2023-08-04
568,New,Home,46227.37,2023-07-19
569,Culture,Clothing,21145.96,2025-05-20
570,Ball,Sports,23763.29,2023-05-19
571,Wide,Books,42243.01,2023-04-29
572,Level,Clothing,26169.49,2024-10-20
573,People,Electronics,32543.35,2023-09-17
574,Wait,Home,28077.79,2024-05-05
575,Unit,Sports,3939.96,2023-08-05
576,Address,Sports,26560.23,2023-11-03
577,Section,Clothing,36265.86,2023-02-24
578,Central,Books,28664.15,2023-12-02
579,Issue,Electronics,26966.23,2023-05-22
580,Reality,Electronics,36919.0,2025-04-19
581,Send,Electronics,44310.29,2024-05-15
582,Approach,Clothing,43845.6,2024-05-09
583,Very,Clothing,1317.6,2024-04-24
584,Add,Clothing,49518.03,2024-07-19
585,Ago,Home,43747.61,2025-08-06
586,Really,Sports,19259.8,2023-04-20
587,Follow,Home,3594.48,2024-01-03
588,Movie,Books,2728.92,2025-09-17
589,Available,Electronics,20156.35,2024-08-29
590,Agency,Sports,24041.09,2023-03-17
591,Along,Books,49205.77,2023-01-15
592,Conference,Clothing,4675.8,2025-07-31
593,Cost,Books,36905.36,2025-02-26
594,Onto,Electronics,5612.66,2025-11-10
595,When,Clothing,14885.78,2024-09-20
596,Goal,Sports,2200.45,2023-04-02
597,Return,Electronics,45525.92,2025-08-27
598,Meet,Electronics,5562.43,2023-12-24
599,Between,Electronics,34014.4,2023-06-16
600,Her,Books,47825.14,2025-10-20
601,Notice,Sports,39338.62,2025-01-04
602,Various,Home,29468.86,2024-05-30
603,Pay,Home,45195.83,2023-07-01
604,As,Clothing,8434.99,2024-12-02
605,By,Books,3342.82,2025-05-21
606,Participant,Books,41907.5,2024-10-07
607,Appear,Sports,41549.06,2023-10-18
608,Music,Clothing,2442.57,2023-11-05
609,Brother,Electronics,11102.26,2023-07-05
610,Doctor,Electronics,47867.79,2024-01-09
611,Wish,Sports,2986.35,2024-04-29
612,Store,Electronics,25961.19,2025-11-01
613,Until,Books,49745.9,2025-10-15
614,West,Sports,13085.65,2023-01-22
615,Man,Home,37936.1,2025-02-13
616,Sport,Electronics,7779.41,2024-03-08
617,Congress,Home,11299.58,2025-02-05
618,Serious,Sports,26895.02,2025-10-18
619,Either,Electronics,44756.58,2024-05-03
620,Stuff,Sports,4665.19,2025-05-17
621,Enter,Electronics,19619.37,2025-01-24
622,Subject,Home,6562.79,2022-12-31
623,Wish,Electronics,2314.4,2025-04-10
624,Ever,Clothing,43120.17,2024-10-18
625,Believe,Electronics,16519.66,2024-04-21
626,Off,Electronics,27587.78,2025-04-09
627,Hard,Home,14141.41,2025-02-03
628,Region,Books,18697.16,2025-11-18
629,Door,Home,36198.66,2025-02-10
630,Peace,Clothing,26676.87,2023-09-27
631,Quickly,Sports,11087.14,2023-08-27
632,Instead,Sports,44734.55,2024-11-14
633,President,Sports,42575.23,2024-09-06
634,Occur,Sports,24081.27,2023-05-29
635,Prove,Sports,45335.03,2024-04-30
636,Should,Home,17455.68,2024-01-23
637,Last,Clothing,27234.57,2025-11-15
638,Ground,Sports,13424.71,2024-11-13
639,Serve,Home,43421.22,2023-05-11
640,Democrat,Books,42544.03,2023-11-06
641,Part,Home,8103.97,2024-09-21
642,Keep,Sports,41866.97,2024-12-02
643,Similar,Electronics,46511.51,2024-04-25
644,Family,Books,30968.71,2023-12-23
645,Recent,Books,8014.39,2025-01-10
646,Company,Home,48069.63,2025-09-10
