order_id,customer_id,product_id,quantity,order_amount,order_status,order_date
296,1541,8767,1,97029.46,SHIPPED,2024-04-21
297,5614,754,1,99506.16,DELIVERED,2025-07-03
298,9213,9681,3,11948.28,DELIVERED,2024-11-04
299,3484,6636,2,84349.73,DELIVERED,2024-11-26
300,5104,4168,2,96972.24,SHIPPED,2025-09-30
301,7147,290,4,41171.19,DELIVERED,2025-11-03
302,6887,1959,4,44693.01,DELIVERED,2025-09-07
303,3775,3920,1,48800.03,DELIVERED,2025-05-23
304,7405,79,2,50738.39,CANCELLED,2025-07-28
305,2163,9178,2,82920.48,SHIPPED,2024-05-11
306,2621,965,4,10766.73,SHIPPED,2024-05-02
307,5294,7260,3,17112.77,DELIVERED,2024-03-18
308,3779,1841,2,20196.64,CANCELLED,2024-12-06
309,7125,9357,4,30597.88,CANCELLED,2024-09-27
310,300,2387,3,33079.45,CANCELLED,2025-10-24
311,3860,9106,2,43347.33,PLACED,2024-05-15
312,9716,7243,2,28842.62,SHIPPED,2024-11-03
313,2701,1006,2,98158.86,CANCELLED,2024-01-07
314,3367,3163,3,54771.25,PLACED,2024-04-25
315,2138,4853,2,18168.98,SHIPPED,2024-04-13
316,1806,6414,2,67893.32,SHIPPED,2024-12-26
317,5311,457,1,15209.75,DELIVERED,2024-01-01
318,1803,7555,4,91261.39,SHIPPED,2024-09-17
319,9460,9235,4,27719.48,CANCELLED,2024-05-03
320,6202,2641,4,64340.72,DELIVERED,2024-07-15
321,4942,4508,2,98170.23,CANCELLED,2024-11-28
322,2447,9149,3,60625.39,PLACED,2025-10-18
323,2366,4702,2,11202.4,PLACED,2025-09-24
324,9559,9215,4,61432.38,PLACED,2024-07-20
325,1490,2335,1,45645.7,PLACED,2024-04-10
326,3390,203,3,13137.72,PLACED,2025-06-22
327,2963,2328,1,94986.03,PLACED,2024-10-16
328,804,5767,4,72970.84,DELIVERED,2025-02-05
329,176,9637,3,68926.23,PLACED,2024-12-17
330,4350,1544,3,82930.11,SHIPPED,2024-09-06
331,5457,3414,2,99869.69,PLACED,2025-10-15
332,4808,7387,2,2175.91,PLACED,2024-04-24
333,657,2504,3,71332.75,DELIVERED,2024-01-06
334,7039,8103,2,17885.95,DELIVERED,2025-03-19
335,6349,3042,4,56707.98,CANCELLED,2025-08-03
336,1719,6517,4,85530.1,SHIPPED,2025-12-22
337,2935,5918,3,95327.62,DELIVERED,2024-03-17
338,2083,8847,3,3734.81,CANCELLED,2025-02-03
339,7144,285,3,25102.28,DELIVERED,2025-12-16
340,2275,3973,1,33332.76,SHIPPED,2025-03-30
341,9321,4114,1,20775.25,SHIPPED,2025-06-09
342,8349,1290,2,96204.79,CANCELLED,2025-02-10
343,1156,2789,2,50406.23,CANCELLED,2025-09-13
344,3500,2914,4,73375.31,SHIPPED,2025-09-16
345,8634,6972,2,94942.91,PLACED,2024-03-02
346,5783,7927,3,38418.15,PLACED,2024-11-09
347,4176,7787,4,68405.97,SHIPPED,2024-07-05
348,1368,5211,3,84853.27,SHIPPED,2024-07-05
349,4495,821,1,32770.86,PLACED,2025-10-13
350,7256,2663,2,32103.01,SHIPPED,2024-07-10
351,5373,4454,2,35835.2,PLACED,2024-07-24
352,8087,1667,2,68487.07,DELIVERED,2025-12-03
353,2201,9085,3,52470.68,DELIVERED,2024-01-31
354,6052,4116,1,3417.59,SHIPPED,2025-03-12
355,6588,9081,4,28797.28,DELIVERED,2024-01-20
356,1717,5624,2,42027.8,SHIPPED,2025-11-05
357,9503,369,4,32791.23,CANCELLED,2025-06-09
358,7563,7140,2,16338.39,PLACED,2025-07-07
359,1888,60,1,77049.92,CANCELLED,2024-08-30
360,5804,1231,3,87429.78,SHIPPED,2024-02-16
361,559,9705,4,36445.01,DELIVERED,2024-02-03
362,1071,1051,3,72583.52,PLACED,2024-05-26
363,4023,8337,3,85836.18,PLACED,2024-06-15
364,8993,1486,1,40110.88,PLACED,2024-06-20
365,4423,1415,1,36227.73,DELIVERED,2025-12-09
366,3847,9387,1,59626.46,PLACED,2025-04-04
367,8049,569,3,78385.55,DELIVERED,2024-08-28
368,408,4229,2,82588.96,SHIPPED,2025-02-08
369,2219,7712,4,56711.84,SHIPPED,2025-11-03
370,3869,4386,3,94540.57,SHIPPED,2024-03-25
371,6229,1439,1,7745.04,PLACED,2025-11-06
372,4561,200,1,85980.96,CANCELLED,2025-11-15
373,4798,6801,3,81789.6,PLACED,2024-12-27
374,2408,5498,1,43300.66,SHIPPED,2024-02-01
375,2847,7843,1,34987.04,CANCELLED,2024-03-11
376,9630,127,3,40973.16,CANCELLED,2024-01-25
377,8674,5432,4,28718.09,SHIPPED,2024-06-04
378,3136,6491,1,9305.99,PLACED,2025-03-02
379,341,7521,2,84436.82,SHIPPED,2024-11-22
380,4076,5413,2,17029.35,SHIPPED,2025-07-29
381,7671,2496,3,58261.15,PLACED,2025-09-24
382,8324,1858,4,38114.54,PLACED,2025-02-23
383,8864,505,4,77418.43,PLACED,2025-01-31
384,4924,9252,1,72270.32,DELIVERED,2024-12-23
385,2796,9394,2,21246.85,PLACED,2024-07-27
386,2161,7334,4,56232.35,DELIVERED,2024-10-25
387,9070,3268,2,86889.0,CANCELLED,2025-03-14
388,5545,373,4,41692.29,DELIVERED,2025-05-31
389,932,7472,3,78856.77,PLACED,2024-10-08
390,6791,8554,4,99591.48,CANCELLED,2023-12-30
391,9838,8735,4,76952.34,SHIPPED,2025-05-28
392,652,1051,2,72462.83,SHIPPED,2025-01-02
393,5045,5057,1,47976.25,DELIVERED,2025-07-01
394,1681,9800,3,52676.94,SHIPPED,2024-04-07
395,4822,2564,4,17399.13,SHIPPED,2024-01-07
396,203,942,1,14917.57,CANCELLED,2024-02-27
397,9538,8610,3,91161.54,PLACED,2024-08-16
398,532,9745,4,53096.46,DELIVERED,2024-03-14
399,3717,6076,1,77321.09,CANCELLED,2025-05-17
400,7130,2963,1,83490.67,DELIVERED,2024-07-26
401,5700,5923,4,99529.28,PLACED,2025-08-05
402,8895,1899,4,77526.01,DELIVERED,2024-07-10
403,3233,2823,1,71068.39,PLACED,2025-11-05
404,1655,592,4,58194.63,SHIPPED,2025-05-19
405,3042,168,4,23669.99,CANCELLED,2025-09-19
406,7284,4011,4,26755.56,PLACED,2024-02-13
407,2182,9847,2,44115.31,SHIPPED,2025-05-26
408,3493,9087,4,57453.25,PLACED,2024-07-10
409,1077,1372,3,9340.89,CANCELLED,2025-01-03
410,40,4275,3,61170.58,CANCELLED,2025-12-11
411,9962,5497,1,88528.36,PLACED,2025-02-08
412,8877,8073,1,9989.82,SHIPPED,2025-11-26
413,319,9628,4,44699.62,PLACED,2024-06-10
414,729,1288,2,4676.86,CANCELLED,2025-03-21
415,9658,25,3,67289.67,CANCELLED,2024-11-30
416,5108,4707,4,28101.19,CANCELLED,2025-08-09
417,9413,2157,4,51219.16,DELIVERED,2024-09-15
418,8912,7487,2,98155.8,CANCELLED,2024-01-22
419,4732,3173,2,53078.61,SHIPPED,2024-12-01
420,7069,6558,3,99924.76,DELIVERED,2025-09-30
421,5691,5772,3,93174.01,CANCELLED,2025-01-31
422,8317,8504,3,96952.46,PLACED,2024-08-28
423,8886,5279,1,99930.09,DELIVERED,2025-02-01
424,6818,7431,1,68304.13,CANCELLED,2024-12-06
425,1717,9819,1,22180.64,PLACED,2025-05-13
426,9082,1379,1,68596.81,CANCELLED,2025-01-06
427,5539,9900,3,73847.21,CANCELLED,2025-05-05
428,9805,5423,3,92530.45,CANCELLED,2024-02-28
429,4379,3742,2,87483.04,CANCELLED,2024-07-24
430,1552,6307,2,48274.21,SHIPPED,2025-12-14
431,8487,883,2,92628.06,CANCELLED,2025-05-28
432,4414,4691,3,11601.71,SHIPPED,2023-12-25
433,1402,8087,3,42128.78,CANCELLED,2024-04-21
434,7079,4619,2,13442.32,DELIVERED,2024-07-09
435,573,644,1,65217.58,SHIPPED,2025-05-01
436,9485,5606,2,97855.61,CANCELLED,2025-12-03
437,3394,9136,1,26271.88,DELIVERED,2025-10-04
438,3460,1122,3,72340.02,SHIPPED,2025-06-13
439,56,9949,1,20583.25,CANCELLED,2025-03-28
440,4737,2610,4,68410.56,CANCELLED,2024-07-02
441,795,1562,4,7646.98,CANCELLED,2024-07-25
442,6796,5493,3,75156.83,PLACED,2025-09-16
443,5000,6199,2,73589.69,CANCELLED,2025-03-17
444,9488,4756,2,57284.8,SHIPPED,2025-06-17
445,4597,4514,4,89696.65,PLACED,2025-01-22
446,3448,5851,3,26622.27,CANCELLED,2024-05-09
447,5230,2242,3,69401.02,DELIVERED,2024-02-26
448,6999,4895,4,54691.47,CANCELLED,2025-05-22
449,6816,4865,1,98227.53,CANCELLED,2024-03-21
450,2340,8527,3,10513.39,DELIVERED,2024-12-07
451,925,2946,2,37209.24,CANCELLED,2025-09-14
452,7592,5893,2,91870.53,PLACED,2025-06-16
453,4028,4296,1,52578.38,CANCELLED,2025-02-28
454,4662,2399,4,29118.01,CANCELLED,2024-11-22
455,7301,2428,2,68686.36,DELIVERED,2025-10-20
456,3356,7047,2,10197.07,DELIVERED,2025-12-11
457,5237,8281,3,36290.52,SHIPPED,2025-07-30
458,4962,33,3,22876.63,SHIPPED,2024-01-15
459,8717,5445,2,48450.21,DELIVERED,2025-04-09
460,2960,2228,2,80725.43,SHIPPED,2024-01-03
461,6065,7563,2,43232.2,DELIVERED,2025-11-15
462,7930,4460,2,68530.23,CANCELLED,2024-12-14
463,8419,1267,2,86972.02,CANCELLED,2025-06-12
464,2942,157,3,77962.26,CANCELLED,2025-06-28
465,761,8966,4,24216.35,SHIPPED,2024-10-12
466,254,7886,2,86817.53,SHIPPED,2024-09-06
467,6884,5007,2,33264.59,PLACED,2025-07-17
468,9974,9414,2,31250.39,CANCELLED,2025-10-26
469,3201,6558,4,15585.33,PLACED,2025-06-29
470,167,2064,1,48514.93,SHIPPED,2025-11-03
471,2642,1430,2,34624.51,DELIVERED,2024-05-11
472,8863,3112,3,98172.41,DELIVERED,2024-09-18
473,6641,3958,1,41032.71,SHIPPED,2024-04-20
474,2809,5403,1,66142.91,DELIVERED,2025-05-12
475,9630,2062,4,46768.04,SHIPPED,2024-12-31
476,4295,9657,2,60204.77,DELIVERED,2025-11-20
477,3188,9358,4,61130.15,CANCELLED,2024-09-17
478,1323,6674,4,537.72,CANCELLED,2024-12-05
479,1660,9508,3,45838.18,DELIVERED,2025-12-16
480,2071,4258,1,46702.63,CANCELLED,2024-07-25
481,1045,9980,2,41181.84,SHIPPED,2024-10-24
482,1967,4970,1,17415.99,CANCELLED,2025-12-17
483,8334,9196,3,49952.91,PLACED,2024-11-20
484,3609,6720,1,43815.0,PLACED,2025-05-05
485,805,1335,1,69251.85,PLACED,2024-02-28
486,9801,3255,1,41471.34,DELIVERED,2024-03-16
487,5404,7455,4,12073.77,SHIPPED,2024-06-01
488,6231,101,4,97105.02,PLACED,2024-03-31
489,6535,4705,2,5437.27,CANCELLED,2023-12-29
490,5381,8313,2,49481.82,CANCELLED,2025-07-04
491,4414,702,1,42729.41,SHIPPED,2024-02-08
492,6837,8213,3,29300.22,SHIPPED,2024-08-20
